D:\carnd\IMG\center_2016_12_30_14_06_46_942.jpg, D:\carnd\IMG\left_2016_12_30_14_06_46_942.jpg, D:\carnd\IMG\right_2016_12_30_14_06_46_942.jpg, 0, 0, 0, 26.22313
D:\carnd\IMG\center_2016_12_30_14_06_47_054.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_054.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_054.jpg, 0, 0, 0, 25.90749
D:\carnd\IMG\center_2016_12_30_14_06_47_168.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_168.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_168.jpg, 0, 0, 0, 25.64736
D:\carnd\IMG\center_2016_12_30_14_06_47_269.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_269.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_269.jpg, 0, 0, 0, 25.38985
D:\carnd\IMG\center_2016_12_30_14_06_47_381.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_381.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_381.jpg, 0, 0, 0, 25.08425
D:\carnd\IMG\center_2016_12_30_14_06_47_492.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_492.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_492.jpg, 0, 0.353658, 0, 24.85873
D:\carnd\IMG\center_2016_12_30_14_06_47_602.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_602.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_602.jpg, -0.4122451, 0.8960502, 0, 25.30416
D:\carnd\IMG\center_2016_12_30_14_06_47_712.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_712.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_712.jpg, -0.4438935, 0.9182795, 0, 26.17687
D:\carnd\IMG\center_2016_12_30_14_06_47_814.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_814.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_814.jpg, -0.4438935, 0.9360628, 0, 26.96685
D:\carnd\IMG\center_2016_12_30_14_06_47_922.jpg, D:\carnd\IMG\left_2016_12_30_14_06_47_922.jpg, D:\carnd\IMG\right_2016_12_30_14_06_47_922.jpg, 0, 1, 0, 27.83942
D:\carnd\IMG\center_2016_12_30_14_06_48_029.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_029.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_029.jpg, 0, 1, 0, 28.75079
D:\carnd\IMG\center_2016_12_30_14_06_48_133.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_133.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_133.jpg, 0, 1, 0, 29.84985
D:\carnd\IMG\center_2016_12_30_14_06_48_236.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_236.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_236.jpg, 0.02285746, 1, 0, 30.19029
D:\carnd\IMG\center_2016_12_30_14_06_48_338.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_338.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_338.jpg, 0.1268449, 1, 0, 30.18703
D:\carnd\IMG\center_2016_12_30_14_06_48_438.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_438.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_438.jpg, 0.2082263, 1, 0, 30.18342
D:\carnd\IMG\center_2016_12_30_14_06_48_555.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_555.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_555.jpg, 0.2263111, 1, 0, 30.18628
D:\carnd\IMG\center_2016_12_30_14_06_48_663.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_663.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_663.jpg, 0.2263111, 1, 0, 30.18737
D:\carnd\IMG\center_2016_12_30_14_06_48_768.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_768.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_768.jpg, 0.1584932, 1, 0, 30.19107
D:\carnd\IMG\center_2016_12_30_14_06_48_873.jpg, D:\carnd\IMG\left_2016_12_30_14_06_48_873.jpg, D:\carnd\IMG\right_2016_12_30_14_06_48_873.jpg, 0, 0.9760754, 0, 30.18266
